continent,country_clean,ISO_A,year,sector,age_group,indicator,avg_m,avg_f,gap_pct,gap_abs,HDI_2023
"North America","El Salvador",SLV_A,2022,Other,"Adults (25-54)","Labour Force",107.69495555555557,81.44768222222223,20.733689645379464,26.24727333333334,0.678
"North America","El Salvador",SLV_A,2022,Other,"Youth (15-24)","Labour Force",87.40858525641025,58.72577884615383,20.596048467085804,28.682806410256422,0.678
"North America","El Salvador",SLV_A,2022,Other,"Senior (55+)","Labour Force",27.29686607142857,18.458375,24.98122124893022,8.838491071428571,0.678
"North America","El Salvador",SLV_A,2021,Other,"Child (<15)","Labour Force",237.67148333333336,165.80196666666666,15.88062052826417,71.86951666666668,0.678
"North America","El Salvador",SLV_A,2021,Other,"Adults (25-54)","Labour Force",107.44143627450981,79.46106862745098,17.584392302094535,27.98036764705882,0.678
"North America","El Salvador",SLV_A,2021,Other,"Youth (15-24)","Labour Force",87.8872455128205,57.91612756410255,13.054325777082113,29.971117948717943,0.678
"North America","El Salvador",SLV_A,2021,Other,"Senior (55+)","Labour Force",26.07947916666667,17.731729166666668,32.77956760580179,8.347750000000001,0.678
"North America","El Salvador",SLV_A,2020,Other,"Child (<15)","Labour Force",238.2205833333333,164.5999,22.19702273168388,73.62068333333333,0.678
"North America","El Salvador",SLV_A,2020,Other,"Adults (25-54)","Labour Force",107.08890647058823,78.2109225490196,20.96572158791825,28.87798392156863,0.678
"North America","El Salvador",SLV_A,2020,Other,"Youth (15-24)","Labour Force",88.75048589743588,57.87768269230769,21.044389916638885,30.872803205128207,0.678
"North America","El Salvador",SLV_A,2020,Other,"Senior (55+)","Labour Force",26.04920833333334,18.2676875,29.443592653083073,7.781520833333335,0.678
"North America","El Salvador",SLV_A,2019,Other,"Child (<15)","Labour Force",313.63079166666665,217.25650000000002,29.14369125268872,96.37429166666666,0.678
"North America","El Salvador",SLV_A,2019,Other,"Adults (25-54)","Labour Force",136.15360219298245,100.44466096491227,25.518133697988638,35.70894122807018,0.678
"North America","El Salvador",SLV_A,2019,Other,"Youth (15-24)","Labour Force",115.91300560897436,76.157875,32.14579461141986,39.755130608974355,0.678
"North America","El Salvador",SLV_A,2019,Other,"Senior (55+)","Labour Force",28.648389880952383,18.4370625,33.94419277885646,10.211327380952383,0.678
"North America","El Salvador",SLV_A,2018,Other,"Child (<15)","Labour Force",305.67362499999996,207.76212500000003,29.662065386533254,97.91149999999999,0.678
"North America","El Salvador",SLV_A,2018,Other,"Adults (25-54)","Labour Force",132.90783947368422,98.77082107843138,23.70974943181719,34.137018395252845,0.678
"North America","El Salvador",SLV_A,2018,Other,"Youth (15-24)","Labour Force",113.30718108974361,73.38376041666666,32.52216846736223,39.92342067307693,0.678
"North America","El Salvador",SLV_A,2018,Other,"Senior (55+)","Labour Force",26.726800595238096,17.324875,34.547589057511544,9.401925595238101,0.678
"North America","El Salvador",SLV_A,2017,Other,"Child (<15)","Labour Force",302.55466666666666,206.3625,29.081151689130433,96.19216666666667,0.678
"North America","El Salvador",SLV_A,2017,Other,"Adults (25-54)","Labour Force",131.71646184210528,96.50109166666667,24.540805876772932,35.2153701754386,0.678
"North America","El Salvador",SLV_A,2017,Other,"Youth (15-24)","Labour Force",112.98840785256412,72.85691586538461,32.597239454514394,40.13149198717951,0.678
"North America","El Salvador",SLV_A,2017,Other,"Senior (55+)","Labour Force",26.029583333333335,17.021,32.846000283345994,9.008583333333334,0.678
"North America","El Salvador",SLV_A,2016,Other,"Child (<15)","Labour Force",295.97925,207.57279166666666,27.798884253222493,88.40645833333333,0.678
"North America","El Salvador",SLV_A,2016,Other,"Adults (25-54)","Labour Force",130.34073284313726,97.69606944444445,24.246677003517988,32.64466339869283,0.678
"North America","El Salvador",SLV_A,2016,Other,"Youth (15-24)","Labour Force",111.09559294871796,73.14963862179486,31.796653693996483,37.94595432692309,0.678
"North America","El Salvador",SLV_A,2016,Other,"Senior (55+)","Labour Force",26.566479166666674,16.13854166666667,44.26124442435187,10.427937500000006,0.678
"North America","El Salvador",SLV_A,2015,Other,"Child (<15)","Labour Force",289.82933333333335,197.16766666666666,30.12011258341348,92.66166666666666,0.678
"North America","El Salvador",SLV_A,2015,Other,"Adults (25-54)","Labour Force",123.61305416666666,91.474425,24.688935937443404,32.13862916666666,0.678
"North America","El Salvador",SLV_A,2015,Other,"Youth (15-24)","Labour Force",110.05979887820516,69.34748477564102,34.70264405015821,40.71231410256411,0.678
"North America","El Salvador",SLV_A,2015,Other,"Senior (55+)","Labour Force",24.514625,15.650641666666665,33.33828053147984,8.863983333333335,0.678
"North America","El Salvador",SLV_A,2014,Other,"Child (<15)","Labour Force",283.54637499999995,199.67272916666664,27.668865915870196,83.87364583333331,0.678
"North America","El Salvador",SLV_A,2014,Other,"Adults (25-54)","Labour Force",121.84391250000002,92.34114583333334,23.250424772281317,29.502766666666666,0.678
"North America","El Salvador",SLV_A,2014,Other,"Youth (15-24)","Labour Force",108.18801762820513,70.63176201923076,32.30854736340633,37.556255608974354,0.678
"North America","El Salvador",SLV_A,2014,Other,"Senior (55+)","Labour Force",22.99997321428571,14.839773809523809,36.46550141551653,8.160199404761904,0.678
"North America","El Salvador",SLV_A,2013,Other,"Child (<15)","Labour Force",280.5839375,200.27806249999998,26.32315996558045,80.30587500000001,0.678
"North America","El Salvador",SLV_A,2013,Other,"Adults (25-54)","Labour Force",118.7308625,92.80957083333334,20.615489024543844,25.921291666666658,0.678
"North America","El Salvador",SLV_A,2013,Other,"Youth (15-24)","Labour Force",108.1869423076923,70.66169551282051,31.26611457760284,37.52524679487179,0.678
"North America","El Salvador",SLV_A,2013,Other,"Senior (55+)","Labour Force",23.475270833333337,14.770434523809524,39.423722864697424,8.704836309523811,0.678
"North America","El Salvador",SLV_A,2023,Other,"Child (<15)","Labour Participation Rate",78.099,48.79,37.528009321502196,29.309000000000005,0.678
"North America","El Salvador",SLV_A,2023,Other,"Adults (25-54)","Labour Participation Rate",92.55436363636363,62.26745454545455,32.723372406192716,30.286909090909084,0.678
"North America","El Salvador",SLV_A,2023,Other,"Youth (15-24)","Labour Participation Rate",59.25319999999999,34.4528,41.8549546691149,24.80039999999999,0.678
"North America","El Salvador",SLV_A,2023,Other,"Senior (55+)","Labour Participation Rate",65.45585714285714,33.90685714285714,48.19889522055213,31.549,0.678
"North America","El Salvador",SLV_A,2022,Other,"Child (<15)","Labour Participation Rate",77.708,46.376,40.320172955165496,31.332,0.678
"North America","El Salvador",SLV_A,2022,Other,"Adults (25-54)","Labour Participation Rate",92.11072727272727,59.35845454545454,35.55750095241103,32.75227272727273,0.678
"North America","El Salvador",SLV_A,2022,Other,"Youth (15-24)","Labour Participation Rate",61.456,33.6372,45.266206717000784,27.818800000000003,0.678
"North America","El Salvador",SLV_A,2022,Other,"Senior (55+)","Labour Participation Rate",63.37171428571429,30.774857142857144,51.43754987578956,32.59685714285715,0.678
"North America","El Salvador",SLV_A,2021,Other,"Child (<15)","Labour Participation Rate",76.808,45.409,40.8798562649724,31.399000000000008,0.678
"North America","El Salvador",SLV_A,2021,Other,"Adults (25-54)","Labour Participation Rate",91.02918181818181,58.27018181818182,35.98736069651989,32.75899999999999,0.678
"North America","El Salvador",SLV_A,2021,Other,"Youth (15-24)","Labour Participation Rate",61.8432,32.995200000000004,46.647004036013655,28.848,0.678
"North America","El Salvador",SLV_A,2021,Other,"Senior (55+)","Labour Participation Rate",61.99685714285714,31.201285714285714,49.67279447345257,30.795571428571424,0.678
"North America","El Salvador",SLV_A,2020,Other,"Child (<15)","Labour Participation Rate",75.647,45.36,40.03727841156953,30.287000000000006,0.678
"North America","El Salvador",SLV_A,2020,Other,"Adults (25-54)","Labour Participation Rate",91.53690909090909,58.68418181818181,35.890142674688605,32.85272727272728,0.678
"North America","El Salvador",SLV_A,2020,Other,"Youth (15-24)","Labour Participation Rate",59.2384,33.6544,43.18820224719101,25.583999999999996,0.678
"North America","El Salvador",SLV_A,2020,Other,"Senior (55+)","Labour Participation Rate",61.85685714285715,30.705857142857138,50.35981690446608,31.151000000000014,0.678
"North America","El Salvador",SLV_A,2019,Other,"Child (<15)","Labour Participation Rate",78.017,46.31,40.641142315136435,31.706999999999994,0.678
"North America","El Salvador",SLV_A,2019,Other,"Adults (25-54)","Labour Participation Rate",91.94572727272728,59.612181818181824,35.16590320574489,32.33354545454546,0.678
"North America","El Salvador",SLV_A,2019,Other,"Youth (15-24)","Labour Participation Rate",63.32320000000001,34.09439999999999,46.158122141647944,29.228800000000014,0.678
"North America","El Salvador",SLV_A,2019,Other,"Senior (55+)","Labour Participation Rate",65.9327142857143,32.335,50.9575779636816,33.5977142857143,0.678
"North America","El Salvador",SLV_A,2018,Other,"Child (<15)","Labour Participation Rate",76.843,45.493,40.79747016644327,31.35,0.678
"North America","El Salvador",SLV_A,2018,Other,"Adults (25-54)","Labour Participation Rate",91.50045454545453,58.379,36.19813115682485,33.12145454545453,0.678
"North America","El Salvador",SLV_A,2018,Other,"Youth (15-24)","Labour Participation Rate",61.053599999999996,33.7062,44.792444671567274,27.347399999999993,0.678
"North America","El Salvador",SLV_A,2018,Other,"Senior (55+)","Labour Participation Rate",64.65828571428573,31.09742857142857,51.90495970022626,33.56085714285716,0.678
"North America","El Salvador",SLV_A,2017,Other,"Child (<15)","Labour Participation Rate",77.47,45.738,40.96037175680909,31.732,0.678
"North America","El Salvador",SLV_A,2017,Other,"Adults (25-54)","Labour Participation Rate",91.7198181818182,58.60827272727274,36.10075348046124,33.11154545454546,0.678
"North America","El Salvador",SLV_A,2017,Other,"Youth (15-24)","Labour Participation Rate",62.67620000000001,33.3404,46.80532642374618,29.335800000000006,0.678
"North America","El Salvador",SLV_A,2017,Other,"Senior (55+)","Labour Participation Rate",64.75785714285715,31.976285714285716,50.621766801601574,32.78157142857143,0.678
"North America","El Salvador",SLV_A,2016,Other,"Child (<15)","Labour Participation Rate",77.352,46.529,39.847709173647736,30.823,0.678
"North America","El Salvador",SLV_A,2016,Other,"Adults (25-54)","Labour Participation Rate",91.43590909090909,60.05145454545454,34.32399246367302,31.384454545454552,0.678
"North America","El Salvador",SLV_A,2016,Other,"Youth (15-24)","Labour Participation Rate",61.8796,33.801,45.37618213433829,28.0786,0.678
"North America","El Salvador",SLV_A,2016,Other,"Senior (55+)","Labour Participation Rate",66.41485714285713,31.761571428571433,52.17700858671896,34.6532857142857,0.678
"North America","El Salvador",SLV_A,2015,Other,"Child (<15)","Labour Participation Rate",76.846,45.981,40.16474507456472,30.865000000000002,0.678
"North America","El Salvador",SLV_A,2015,Other,"Adults (25-54)","Labour Participation Rate",91.16054545454546,59.27836363636363,34.973662848560885,31.882181818181827,0.678
"North America","El Salvador",SLV_A,2015,Other,"Youth (15-24)","Labour Participation Rate",61.5674,32.7736,46.767932379798395,28.793799999999997,0.678
"North America","El Salvador",SLV_A,2015,Other,"Senior (55+)","Labour Participation Rate",65.76785714285714,31.511999999999997,52.08601683410264,34.25585714285714,0.678
"North America","El Salvador",SLV_A,2014,Other,"Child (<15)","Labour Participation Rate",77.54,47.025,39.353881867423276,30.515000000000008,0.678
"North America","El Salvador",SLV_A,2014,Other,"Adults (25-54)","Labour Participation Rate",91.7458181818182,60.05772727272727,34.53900301623855,31.688090909090924,0.678
"North America","El Salvador",SLV_A,2014,Other,"Youth (15-24)","Labour Participation Rate",62.50999999999999,33.8716,45.814109742441204,28.63839999999999,0.678
"North America","El Salvador",SLV_A,2014,Other,"Senior (55+)","Labour Participation Rate",65.95671428571428,32.99671428571429,49.97216789366185,32.959999999999994,0.678
"North America","El Salvador",SLV_A,2013,Other,"Child (<15)","Labour Participation Rate",78.227,48.607,37.86416454676774,29.620000000000005,0.678
"North America","El Salvador",SLV_A,2013,Other,"Adults (25-54)","Labour Participation Rate",92.57518181818182,61.45009090909091,33.62142023141879,31.125090909090908,0.678
"North America","El Salvador",SLV_A,2013,Other,"Youth (15-24)","Labour Participation Rate",63.415200000000006,35.143,44.58268680064086,28.272200000000005,0.678
"North America","El Salvador",SLV_A,2013,Other,"Senior (55+)","Labour Participation Rate",67.44500000000001,34.76871428571429,48.448788960316875,32.67628571428572,0.678
"North America","El Salvador",SLV_A,2023,Other,"Child (<15)",Employment,1674.066,1272.634,23.97946078589494,401.432,0.678
"North America","El Salvador",SLV_A,2023,Other,"Adults (25-54)",Employment,436.07118181818186,349.68909090909096,19.809172105554904,86.38209090909089,0.678
"North America","El Salvador",SLV_A,2023,Other,"Youth (15-24)",Employment,461.35939999999994,328.5712,28.78194310119182,132.78819999999996,0.678
"North America","El Salvador",SLV_A,2023,Other,"Senior (55+)",Employment,135.80614285714282,94.8577142857143,30.152118092701443,40.94842857142852,0.678
"North America","El Salvador",SLV_A,2022,Other,"Child (<15)",Employment,1658.742,1201.719,27.55238608535866,457.0229999999999,0.678
"North America","El Salvador",SLV_A,2022,Other,"Adults (25-54)",Employment,429.41372727272733,333.7892727272727,22.268606817201736,95.62445454545463,0.678
"North America","El Salvador",SLV_A,2022,Other,"Youth (15-24)",Employment,471.6058,314.2208,33.372151063451724,157.385,0.678
"North America","El Salvador",SLV_A,2022,Other,"Senior (55+)",Employment,127.15157142857144,82.25328571428572,35.31083824591798,44.89828571428572,0.678
"North America","El Salvador",SLV_A,2021,Other,"Child (<15)",Employment,1614.175,1151.042,28.691622655536115,463.13300000000004,0.678
"North America","El Salvador",SLV_A,2021,Other,"Adults (25-54)",Employment,417.27763636363636,314.9502727272727,24.52260910220229,102.32736363636366,0.678
"North America","El Salvador",SLV_A,2021,Other,"Youth (15-24)",Employment,467.41720000000004,304.4996,34.85485771597623,162.91760000000005,0.678
"North America","El Salvador",SLV_A,2021,Other,"Senior (55+)",Employment,118.035,82.3437142857143,30.23788343651095,35.6912857142857,0.678
"North America","El Salvador",SLV_A,2020,Other,"Child (<15)",Employment,1606.45,1129.505,29.689377198169876,476.94499999999994,0.678
"North America","El Salvador",SLV_A,2020,Other,"Adults (25-54)",Employment,412.669090909091,306.63999999999993,25.693489831165657,106.02909090909105,0.678
"North America","El Salvador",SLV_A,2020,Other,"Youth (15-24)",Employment,466.56540000000007,303.1028,35.035302660677374,163.46260000000007,0.678
"North America","El Salvador",SLV_A,2020,Other,"Senior (55+)",Employment,118.24371428571429,81.03385714285714,31.468782393748505,37.209857142857146,0.678
"North America","El Salvador",SLV_A,2019,Other,"Child (<15)",Employment,1703.074,1205.045,29.242945403429328,498.029,0.678
"North America","El Salvador",SLV_A,2019,Other,"Adults (25-54)",Employment,435.28390909090916,328.6685454545455,24.493293092094756,106.61536363636367,0.678
"North America","El Salvador",SLV_A,2019,Other,"Youth (15-24)",Employment,492.3362,322.5864,34.478431608319674,169.7498,0.678
"North America","El Salvador",SLV_A,2019,Other,"Senior (55+)",Employment,132.0312857142857,85.26928571428572,35.41736320071324,46.761999999999986,0.678
"North America","El Salvador",SLV_A,2018,Other,"Child (<15)",Employment,1649.322,1164.944,29.36831012985942,484.37799999999993,0.678
"North America","El Salvador",SLV_A,2018,Other,"Adults (25-54)",Employment,421.6016363636364,317.758,24.630747939998514,103.84363636363639,0.678
"North America","El Salvador",SLV_A,2018,Other,"Youth (15-24)",Employment,479.892,314.5848,34.44675051886675,165.30720000000002,0.678
"North America","El Salvador",SLV_A,2018,Other,"Senior (55+)",Employment,123.82585714285715,80.25685714285713,35.18570434746494,43.56900000000002,0.678
"North America","El Salvador",SLV_A,2017,Other,"Child (<15)",Employment,1610.302,1141.792,29.094542514385502,468.51,0.678
"North America","El Salvador",SLV_A,2017,Other,"Adults (25-54)",Employment,411.8337272727273,311.7211818181818,24.308972001277667,100.11254545454551,0.678
"North America","El Salvador",SLV_A,2017,Other,"Youth (15-24)",Employment,475.576,309.1228,35.00033643413462,166.45320000000004,0.678
"North America","El Salvador",SLV_A,2017,Other,"Senior (55+)",Employment,116.81014285714286,77.1617142857143,33.94262484544517,39.64842857142857,0.678
"North America","El Salvador",SLV_A,2016,Other,"Child (<15)",Employment,1579.431,1147.586,27.341808537378338,431.845,0.678
"North America","El Salvador",SLV_A,2016,Other,"Adults (25-54)",Employment,399.2745454545455,314.40909090909093,21.254912318249914,84.86545454545455,0.678
"North America","El Salvador",SLV_A,2016,Other,"Youth (15-24)",Employment,467.59039999999993,312.6914,33.12707018792515,154.89899999999994,0.678
"North America","El Salvador",SLV_A,2016,Other,"Senior (55+)",Employment,120.51342857142856,75.06214285714286,37.71470636348764,45.4512857142857,0.678
"North America","El Salvador",SLV_A,2015,Other,"Child (<15)",Employment,1560.28,1106.752,29.067090522213963,453.528,0.678
"North America","El Salvador",SLV_A,2015,Other,"Adults (25-54)",Employment,393.0250909090909,306.03390909090916,22.13374764877374,86.99118181818176,0.678
"North America","El Salvador",SLV_A,2015,Other,"Youth (15-24)",Employment,466.58119999999997,299.3454,35.84280721126355,167.23579999999998,0.678
"North America","El Salvador",SLV_A,2015,Other,"Senior (55+)",Employment,116.52814285714284,70.28357142857142,39.68532432999018,46.24457142857142,0.678
"North America","El Salvador",SLV_A,2014,Other,"Child (<15)",Employment,1521.398,1122.684,26.207080592980926,398.71399999999994,0.678
"North America","El Salvador",SLV_A,2014,Other,"Adults (25-54)",Employment,388.45863636363634,309.2034545454546,20.402476454144516,79.25518181818177,0.678
"North America","El Salvador",SLV_A,2014,Other,"Youth (15-24)",Employment,455.991,307.27939999999995,32.61283665686385,148.71160000000003,0.678
"North America","El Salvador",SLV_A,2014,Other,"Senior (55+)",Employment,106.54800000000002,70.85571428571428,33.498785255739875,35.69228571428573,0.678
"North America","El Salvador",SLV_A,2013,Other,"Child (<15)",Employment,1511.128,1118.379,25.990452165534624,392.749,0.678
"North America","El Salvador",SLV_A,2013,Other,"Adults (25-54)",Employment,378.7677272727273,308.97072727272734,18.427388337059522,69.79699999999997,0.678
"North America","El Salvador",SLV_A,2013,Other,"Youth (15-24)",Employment,462.05520000000007,305.6991999999999,33.83924691249014,156.35600000000017,0.678
"North America","El Salvador",SLV_A,2013,Other,"Senior (55+)",Employment,109.82314285714286,70.25528571428572,36.028705893371416,39.567857142857136,0.678
"North America","El Salvador",SLV_A,2023,Other,"Child (<15)",Unemployment,46.697,44.198,5.351521511017843,2.4990000000000023,0.678
"North America","El Salvador",SLV_A,2023,Other,"Adults (25-54)",Unemployment,11.26209090909091,10.845454545454546,3.6994583599041073,0.41663636363636414,0.678
"North America","El Salvador",SLV_A,2023,Other,"Youth (15-24)",Unemployment,17.2552,17.1102,0.8403263943622767,0.14499999999999957,0.678
"North America","El Salvador",SLV_A,2023,Other,"Senior (55+)",Unemployment,2.75475,0.995,63.880569924675555,1.75975,0.678
"North America","El Salvador",SLV_A,2022,Other,"Child (<15)",Unemployment,47.475,40.951,13.741969457609269,6.524000000000001,0.678
"North America","El Salvador",SLV_A,2022,Other,"Adults (25-54)",Unemployment,11.571090909090907,9.076727272727272,21.556858000345684,2.4943636363636355,0.678
"North America","El Salvador",SLV_A,2022,Other,"Youth (15-24)",Unemployment,17.978,17.5796,2.2160418289020036,0.3984000000000023,0.678
"North America","El Salvador",SLV_A,2022,Other,"Senior (55+)",Unemployment,1.72325,NULL,NULL,NULL,0.678
"North America","El Salvador",SLV_A,2021,Other,"Child (<15)",Unemployment,67.554,57.493,14.893270568730198,10.061,0.678
"North America","El Salvador",SLV_A,2021,Other,"Adults (25-54)",Unemployment,15.640818181818183,13.327181818181815,14.792297543141805,2.313636363636368,0.678
"North America","El Salvador",SLV_A,2021,Other,"Youth (15-24)",Unemployment,25.806,23.623199999999997,8.45849802371543,2.182800000000004,0.678
"North America","El Salvador",SLV_A,2021,Other,"Senior (55+)",Unemployment,2.515857142857143,0.715,71.58026233603998,1.8008571428571432,0.678
"North America","El Salvador",SLV_A,2020,Other,"Child (<15)",Unemployment,79.498,64.745,18.557699564768924,14.753,0.678
"North America","El Salvador",SLV_A,2020,Other,"Adults (25-54)",Unemployment,18.416272727272723,17.051099999999998,7.4128611554010915,1.365172727272725,0.678
"North America","El Salvador",SLV_A,2020,Other,"Youth (15-24)",Unemployment,30.443800000000003,26.2568,13.75321083438994,4.187000000000005,0.678
"North America","El Salvador",SLV_A,2020,Other,"Senior (55+)",Unemployment,2.341285714285714,0,100,2.341285714285714,0.678
"North America","El Salvador",SLV_A,2019,Other,"Child (<15)",Unemployment,71.301,55.243,22.521423261945834,16.058,0.678
"North America","El Salvador",SLV_A,2019,Other,"Adults (25-54)",Unemployment,16.12690909090909,13.668900000000002,15.241662720692675,2.458009090909089,0.678
"North America","El Salvador",SLV_A,2019,Other,"Youth (15-24)",Unemployment,28.4098,23.470399999999994,17.386254039099207,4.939400000000006,0.678
"North America","El Salvador",SLV_A,2019,Other,"Senior (55+)",Unemployment,2.5144285714285712,0.4064,83.83728197261519,2.108028571428571,0.678
"North America","El Salvador",SLV_A,2018,Other,"Child (<15)",Unemployment,72.069,45.365,37.05337940029694,26.704,0.678
"North America","El Salvador",SLV_A,2018,Other,"Adults (25-54)",Unemployment,16.97481818181818,9.923909090909092,41.53746458658011,7.050909090909087,0.678
"North America","El Salvador",SLV_A,2018,Other,"Youth (15-24)",Unemployment,28.3752,19.9536,29.679438382813156,8.421599999999998,0.678
"North America","El Salvador",SLV_A,2018,Other,"Senior (55+)",Unemployment,1.566857142857143,NULL,NULL,NULL,0.678
"North America","El Salvador",SLV_A,2017,Other,"Child (<15)",Unemployment,78.604,47.61,39.43056333011043,30.994,0.678
"North America","El Salvador",SLV_A,2017,Other,"Adults (25-54)",Unemployment,18.02318181818182,10.318363636363634,42.74948929409096,7.704818181818185,0.678
"North America","El Salvador",SLV_A,2017,Other,"Youth (15-24)",Unemployment,30.4512,20.985400000000002,31.08514606977721,9.465799999999998,0.678
"North America","El Salvador",SLV_A,2017,Other,"Senior (55+)",Unemployment,2.613428571428571,0,100,2.613428571428571,0.678
"North America","El Salvador",SLV_A,2016,Other,"Child (<15)",Unemployment,80.117,45.941,42.65761324063557,34.176,0.678
"North America","El Salvador",SLV_A,2016,Other,"Adults (25-54)",Unemployment,17.349636363636368,11.03381818181818,36.4031732391562,6.315818181818187,0.678
"North America","El Salvador",SLV_A,2016,Other,"Youth (15-24)",Unemployment,31.9826,18.7548,41.359364154258884,13.227800000000002,0.678
"North America","El Salvador",SLV_A,2016,Other,"Senior (55+)",Unemployment,3.3621428571428567,0,100,3.3621428571428567,0.678
"North America","El Salvador",SLV_A,2015,Other,"Child (<15)",Unemployment,71.305,39.773,44.22130285393731,31.532000000000004,0.678
"North America","El Salvador",SLV_A,2015,Other,"Adults (25-54)",Unemployment,16.128636363636364,9.678799999999999,39.98996702646338,6.449836363636365,0.678
"North America","El Salvador",SLV_A,2015,Other,"Youth (15-24)",Unemployment,28.0254,16.5732,40.86364512192511,11.452200000000001,0.678
