continent,country_clean,ISO_A,year,sector,education_level,indicator,avg_m,avg_f,gap_pct,gap_abs
"North America","El Salvador",SLV_A,2019,Other,Intermediate,"Labour Force",127.14057500000001,84.58919583333333,33.406055531940034,42.55137916666666
"North America","El Salvador",SLV_A,2019,Other,Advanced,"Labour Force",111.8535539329092,93.93151096491228,18.104280390880433,17.922042967996912
"North America","El Salvador",SLV_A,2018,Other,"Less than basic","Labour Force",147.49444166666666,102.51182499999999,31.143197915597085,44.982616666666665
"North America","El Salvador",SLV_A,2018,Other,Basic,"Labour Force",204.35325000000003,120.88695625000001,41.17233980375562,83.46629375
"North America","El Salvador",SLV_A,2018,Other,Intermediate,"Labour Force",123.18269166666667,79.1996875,35.6013414365202,43.983004166666674
"North America","El Salvador",SLV_A,2018,Other,Advanced,"Labour Force",103.58506282533257,94.64311274509807,12.52469318735131,8.94195008023452
"North America","El Salvador",SLV_A,2017,Other,"Less than basic","Labour Force",155.23446666666666,108.09055000000001,30.5549860169061,47.14391666666667
"North America","El Salvador",SLV_A,2017,Other,Basic,"Labour Force",208.34715625,123.24445625000001,42.06374346522959,85.1027
"North America","El Salvador",SLV_A,2017,Other,Intermediate,"Labour Force",115.29815416666669,78.17207499999999,29.59133512143099,37.12607916666667
"North America","El Salvador",SLV_A,2017,Other,Advanced,"Labour Force",94.40934261133603,83.23442628205129,16.855132700197082,11.174916329284748
"North America","El Salvador",SLV_A,2016,Other,"Less than basic","Labour Force",153.38488333333333,107.62614166666668,30.68089683333559,45.75874166666666
"North America","El Salvador",SLV_A,2016,Other,Basic,"Labour Force",198.4801375,127.84030624999998,36.44891861154569,70.63983125000001
"North America","El Salvador",SLV_A,2016,Other,Intermediate,"Labour Force",115.05120833333335,74.39472916666666,38.81481455519283,40.656479166666685
"North America","El Salvador",SLV_A,2016,Other,Advanced,"Labour Force",97.06582579185522,84.69586431623932,22.158829375014715,12.369961475615892
"North America","El Salvador",SLV_A,2015,Other,"Less than basic","Labour Force",151.317075,108.37954166666665,29.039770023550087,42.93753333333333
"North America","El Salvador",SLV_A,2015,Other,Basic,"Labour Force",201.49978125,117.42961875,44.61451104936091,84.0701625
"North America","El Salvador",SLV_A,2015,Other,Intermediate,"Labour Force",91.29757916666668,60.226925,32.70908374100396,31.070654166666674
"North America","El Salvador",SLV_A,2015,Other,Advanced,"Labour Force",103.90237596153847,87.60413269230769,16.486608288579973,16.298243269230767
"North America","El Salvador",SLV_A,2014,Other,"Less than basic","Labour Force",154.03831666666667,109.646425,29.72178135637589,44.39189166666667
"North America","El Salvador",SLV_A,2014,Other,Basic,"Labour Force",192.867475,119.38231875,39.02623867500953,73.48515624999999
"North America","El Salvador",SLV_A,2014,Other,Intermediate,"Labour Force",88.783975,62.27025416666666,32.006269302985636,26.513720833333327
"North America","El Salvador",SLV_A,2014,Other,Advanced,"Labour Force",100.88851167582418,86.18641291208792,18.939050132703315,14.702098763736263
"North America","El Salvador",SLV_A,2013,Other,"Less than basic","Labour Force",156.06207500000002,115.51890833333334,27.42897526054916,40.543166666666664
"North America","El Salvador",SLV_A,2013,Other,Basic,"Labour Force",193.63438749999997,118.88577499999998,39.38934302744659,74.7486125
"North America","El Salvador",SLV_A,2013,Other,Intermediate,"Labour Force",88.31060833333335,64.31673333333333,29.555105671713854,23.993875000000006
"North America","El Salvador",SLV_A,2013,Other,Advanced,"Labour Force",92.9699423076923,79.7983467032967,21.25506247271496,13.17159560439561
"North America","El Salvador",SLV_A,2023,Other,"Not stated","Labour Participation Rate",73.84060519480519,44.85427792207793,40.07630790434048,28.986327272727273
"North America","El Salvador",SLV_A,2022,Other,"Not stated","Labour Participation Rate",73.66161038961039,42.53662792207792,43.14535762509172,31.12498246753247
"North America","El Salvador",SLV_A,2021,Other,"Not stated","Labour Participation Rate",72.91930974025973,41.96891688311688,43.296753867739625,30.950392857142855
"North America","El Salvador",SLV_A,2020,Other,"Not stated","Labour Participation Rate",72.06979155844157,42.10110974025974,42.368860059478806,29.96868181818182
"North America","El Salvador",SLV_A,2019,Other,"Not stated","Labour Participation Rate",74.8046603896104,43.08789545454545,43.23068640655272,31.716764935064937
"North America","El Salvador",SLV_A,2018,Other,"Not stated","Labour Participation Rate",73.51383506493507,42.168907142857144,43.42325142376541,31.344927922077922
"North America","El Salvador",SLV_A,2017,Other,"Not stated","Labour Participation Rate",74.15596883116885,42.41573961038962,43.62205461565452,31.74022922077922
"North America","El Salvador",SLV_A,2016,Other,"Not stated","Labour Participation Rate",74.27059155844157,43.0357564935065,42.9312230895945,31.234835064935066
"North America","El Salvador",SLV_A,2015,Other,"Not stated","Labour Participation Rate",73.83545064935065,42.38624090909091,43.498089284256665,31.44920974025974
"North America","El Salvador",SLV_A,2014,Other,"Not stated","Labour Participation Rate",74.43813311688312,43.487760389610386,42.41979062994122,30.95037272727273
"North America","El Salvador",SLV_A,2013,Other,"Not stated","Labour Participation Rate",75.41559545454545,44.992201298701296,41.12926513478607,30.423394155844157
"North America","El Salvador",SLV_A,2023,Other,"Not stated",Employment,676.8256811688311,511.43800129870135,25.680673521335777,165.38767987012986
"North America","El Salvador",SLV_A,2022,Other,"Not stated",Employment,671.7282746753247,482.99558961038963,29.625995552982523,188.73268506493508
"North America","El Salvador",SLV_A,2021,Other,"Not stated",Employment,654.226209090909,463.2088967532467,29.576743227556392,191.01731233766236
"North America","El Salvador",SLV_A,2020,Other,"Not stated",Employment,650.9820512987013,455.0704142857143,30.47173802094035,195.91163701298706
"North America","El Salvador",SLV_A,2019,Other,"Not stated",Employment,690.6813487012988,485.3923077922078,30.90800832613925,205.2890409090909
"North America","El Salvador",SLV_A,2018,Other,"Not stated",Employment,668.6603733766234,469.38591428571425,30.90787823404741,199.2744590909091
"North America","El Salvador",SLV_A,2017,Other,"Not stated",Employment,653.6304675324675,459.949424025974,30.586618948810738,193.68104350649352
"North America","El Salvador",SLV_A,2016,Other,"Not stated",Employment,641.7023435064934,462.43715844155844,29.85962435176026,179.26518506493508
"North America","El Salvador",SLV_A,2015,Other,"Not stated",Employment,634.1036084415584,445.6037201298701,31.682242428060356,188.49988831168827
"North America","El Salvador",SLV_A,2014,Other,"Not stated",Employment,618.0989090909092,452.5056422077922,28.180294739932293,165.59326688311685
"North America","El Salvador",SLV_A,2013,Other,"Not stated",Employment,615.4435175324676,450.82605324675325,28.571448327113927,164.61746428571433
"North America","El Salvador",SLV_A,2023,Other,"Not stated",Unemployment,19.492260227272727,18.287163636363637,18.442969047489946,1.2050965909090916
"North America","El Salvador",SLV_A,2022,Other,"Not stated",Unemployment,19.686835227272727,22.53577575757576,12.50495642895232,3.138921212121213
"North America","El Salvador",SLV_A,2021,Other,"Not stated",Unemployment,27.879168831168833,23.789595454545456,27.431082117906854,4.089573376623378
"North America","El Salvador",SLV_A,2020,Other,"Not stated",Unemployment,32.67483961038961,27.013225,34.93094288863999,5.661614610389611
"North America","El Salvador",SLV_A,2019,Other,"Not stated",Unemployment,29.588034415584417,23.197175,34.746655498588225,6.390859415584416
"North America","El Salvador",SLV_A,2018,Other,"Not stated",Unemployment,29.746468831168833,25.080836363636365,36.09009412323007,14.058836363636361
"North America","El Salvador",SLV_A,2017,Other,"Not stated",Unemployment,32.4229525974026,19.72844090909091,53.31629967349465,12.694511688311689
"North America","El Salvador",SLV_A,2016,Other,"Not stated",Unemployment,33.20284480519481,18.932404545454546,55.105037658512664,14.270440259740262
"North America","El Salvador",SLV_A,2015,Other,"Not stated",Unemployment,29.43540194805195,16.766250000000003,44.878066590110805,12.66915194805195
"North America","El Salvador",SLV_A,2014,Other,"Not stated",Unemployment,32.52538051948052,15.051186363636365,64.33347952643663,17.474194155844152
"North America","El Salvador",SLV_A,2013,Other,"Not stated",Unemployment,25.99159805194805,21.40870303030303,37.0463552986843,12.628618181818183
"South America",Colombia,COL_A,2023,Other,"Less than basic","Labour Force",616.6082041666667,272.68687916666664,55.583745081811074,343.921325
"South America",Colombia,COL_A,2023,Other,Basic,"Labour Force",1615.2041562499999,837.1848812500001,47.81076341887547,778.0192749999999
"South America",Colombia,COL_A,2023,Other,Intermediate,"Labour Force",1708.5109375000002,1245.7408666666668,29.80607097254386,462.7700708333335
"South America",Colombia,COL_A,2023,Other,Advanced,"Labour Force",573.752805952381,644.4439660714285,-5.502565736829726,-70.69116011904752
"South America",Colombia,COL_A,2023,Other,"Not stated","Labour Force",0.091,0.224,-146.15384615384616,-0.133
"South America",Colombia,COL_A,2022,Other,"Less than basic","Labour Force",630.415475,263.05592916666666,58.20164044029977,367.35954583333336
"South America",Colombia,COL_A,2022,Other,Basic,"Labour Force",1616.0880625000002,824.3634999999999,49.22061850519415,791.7245625
"South America",Colombia,COL_A,2022,Other,Intermediate,"Labour Force",1670.5793,1203.7585374999999,30.78013871019263,466.8207624999999
"South America",Colombia,COL_A,2022,Other,Advanced,"Labour Force",550.280796103896,621.1694607142858,-3.9289409987386668,-70.88866461038971
"South America",Colombia,COL_A,2022,Other,"Not stated","Labour Force",0.36133333333333334,0.016,96.2174940898345,0.407
"South America",Colombia,COL_A,2021,Other,"Less than basic","Labour Force",175.31331944444446,85.3294715909091,54.73323848713949,89.98384785353537
"South America",Colombia,COL_A,2021,Other,Basic,"Labour Force",2007.2876874999997,953.17655,52.29984661114019,1054.1111374999998
"South America",Colombia,COL_A,2021,Other,Intermediate,"Labour Force",1822.3065208333335,1258.0767416666667,32.97308250187251,564.2297791666667
"South America",Colombia,COL_A,2021,Other,Advanced,"Labour Force",1637.0953375000001,1754.5439875,-0.4257248751929996,-117.44864999999999
"South America",Colombia,COL_A,2021,Other,"Not stated","Labour Force",1.0626666666666666,1.2116666666666667,-41.81201479520912,-0.14900000000000005
"South America",Colombia,COL_A,2019,Other,"Less than basic","Labour Force",216.82739078282827,113.3558625,51.405689918094616,103.47152828282827
"South America",Colombia,COL_A,2019,Other,Basic,"Labour Force",2088.23669375,1090.4399562500003,47.749627299063555,997.7967374999997
"South America",Colombia,COL_A,2019,Other,Intermediate,"Labour Force",1653.9549625,1199.5235416666667,28.88298717222003,454.4314208333333
"South America",Colombia,COL_A,2019,Other,Advanced,"Labour Force",1553.0067625000001,1715.10695,-2.118138780628607,-162.10018750000003
"South America",Colombia,COL_A,2019,Other,"Not stated","Labour Force",0.62935,0.35922222222222217,42.72038178075248,0.43057777777777767
"South America",Colombia,COL_A,2018,Other,"Less than basic","Labour Force",227.23467681623933,103.9119779040404,53.67662722062224,123.32269891219892
"South America",Colombia,COL_A,2018,Other,Basic,"Labour Force",2128.72685625,1137.31933125,46.30144160981612,991.4075250000001
"South America",Colombia,COL_A,2018,Other,Intermediate,"Labour Force",1583.747425,1148.1906291666667,29.436411099758203,435.55679583333324
"South America",Colombia,COL_A,2018,Other,Advanced,"Labour Force",1511.9641,1680.279825,-1.4508889914540983,-168.3157250000003
"South America",Colombia,COL_A,2018,Other,"Not stated","Labour Force",1.224575,0.4871666666666667,64.39643955496558,1.0364333333333333
"South America",Colombia,COL_A,2017,Other,"Less than basic","Labour Force",234.0242777777778,112.29406818181818,51.7865194693851,121.7302095959596
"South America",Colombia,COL_A,2017,Other,Basic,"Labour Force",2153.8895875,1186.12909375,44.990455840335464,967.76049375
"South America",Colombia,COL_A,2017,Other,Intermediate,"Labour Force",1526.203375,1136.5570708333332,28.18162419870096,389.6463041666667
"South America",Colombia,COL_A,2017,Other,Advanced,"Labour Force",1473.29185,1625.7655124999999,-1.1927987143305803,-152.4736625
"South America",Colombia,COL_A,2017,Other,"Not stated","Labour Force",1.7886,0.371,78.97697377791822,1.4176000000000002
"South America",Colombia,COL_A,2016,Other,"Less than basic","Labour Force",220.5608458333333,101.95360555555557,52.101381933758695,118.60724027777776
"South America",Colombia,COL_A,2016,Other,Basic,"Labour Force",2149.3264812499997,1217.5096125000002,43.526252569709136,931.8168687499997
"South America",Colombia,COL_A,2016,Other,Intermediate,"Labour Force",1499.1463166666667,1091.1511583333333,29.636447862141246,407.99515833333334
"South America",Colombia,COL_A,2016,Other,Advanced,"Labour Force",1442.6588124999998,1619.054525,-3.24266732987713,-176.39571250000003
"South America",Colombia,COL_A,2016,Other,"Not stated","Labour Force",2.8033,1.1484999999999999,52.574049472376075,1.6548
"South America",Colombia,COL_A,2015,Other,"Less than basic","Labour Force",224.69678365384615,106.75052361111109,51.3438704610941,117.94626004273505
"South America",Colombia,COL_A,2015,Other,Basic,"Labour Force",2215.24748125,1277.1046625,42.66155591659517,938.1428187499998
"South America",Colombia,COL_A,2015,Other,Intermediate,"Labour Force",1459.5958041666668,1064.9129875,29.2817999261001,394.68281666666667
"South America",Colombia,COL_A,2015,Other,Advanced,"Labour Force",1393.3486125000002,1561.1844624999999,-1.9699007830259383,-167.8358499999999
"South America",Colombia,COL_A,2015,Other,"Not stated","Labour Force",2.197025,1.5096874999999998,22.030373467213852,0.6873374999999999
"South America",Colombia,COL_A,2014,Other,"Less than basic","Labour Force",213.2759732142857,98.35119722222221,50.986110694160175,114.92477599206352
"South America",Colombia,COL_A,2014,Other,Basic,"Labour Force",2223.5223499999997,1287.14508125,42.429034628684846,936.3772687499995
"South America",Colombia,COL_A,2014,Other,Intermediate,"Labour Force",1391.968275,1005.7918791666666,30.371176072836587,386.17639583333323
"South America",Colombia,COL_A,2014,Other,Advanced,"Labour Force",1401.5896750000002,1561.2733500000002,-1.2817524239277986,-159.68367500000005
"South America",Colombia,COL_A,2014,Other,"Not stated","Labour Force",2.398475,1.2235833333333332,48.58785907507764,1.7800500000000004
"South America",Colombia,COL_A,2013,Other,"Less than basic","Labour Force",222.42708869047618,110.09846474358973,47.45764264932539,112.32862394688645
"South America",Colombia,COL_A,2013,Other,Basic,"Labour Force",2237.76510625,1296.99545625,42.45543118035495,940.7696500000001
"South America",Colombia,COL_A,2013,Other,Intermediate,"Labour Force",1359.0974374999998,1012.3501458333333,28.462882234656774,346.7472916666665
"South America",Colombia,COL_A,2013,Other,Advanced,"Labour Force",1314.846025,1453.6593875,-0.390105137185774,-138.8133625
"South America",Colombia,COL_A,2013,Other,"Not stated","Labour Force",2.9173999999999998,1.0418125,65.7423616872203,1.8755874999999997
"South America",Colombia,COL_A,2023,Other,"Not stated","Labour Participation Rate",71.31436753246753,47.128873376623375,34.73996733021893,24.185494155844154
"South America",Colombia,COL_A,2022,Other,"Not stated","Labour Participation Rate",71.0652603896104,45.97438051948052,36.252150886198535,25.09087987012987
"South America",Colombia,COL_A,2021,Other,"Not stated","Labour Participation Rate",72.49112532467532,47.00297662337662,36.02874864358664,25.488148701298698
"South America",Colombia,COL_A,2020,Other,"Not stated","Labour Participation Rate",68.11753116883118,42.779214935064935,38.070656297023014,25.338316233766236
"South America",Colombia,COL_A,2019,Other,"Not stated","Labour Participation Rate",72.23381233766234,47.73243766233766,34.73918065008556,24.501374675324676
"South America",Colombia,COL_A,2018,Other,"Not stated","Labour Participation Rate",73.35394090909091,48.615662337662336,34.56183879704989,24.738278571428573
"South America",Colombia,COL_A,2017,Other,"Not stated","Labour Participation Rate",73.83488636363636,49.596792207792205,33.64539334309353,24.238094155844152
"South America",Colombia,COL_A,2016,Other,"Not stated","Labour Participation Rate",74.29527272727272,49.95766558441558,33.574481506909514,24.337607142857145
"South America",Colombia,COL_A,2015,Other,"Not stated","Labour Participation Rate",75.01145194805196,50.342366233766235,33.83844054952001,24.669085714285714
"South America",Colombia,COL_A,2014,Other,"Not stated","Labour Participation Rate",75.13766688311688,50.019329870129866,34.3534107325341,25.118337012987013
"South America",Colombia,COL_A,2013,Other,"Not stated","Labour Participation Rate",75.33983441558442,50.24794350649351,34.21590631236282,25.091890909090914
"South America",Colombia,COL_A,2023,Other,"Not stated",Employment,5382.86177987013,3785.736927922078,31.95187623815842,1597.1248519480523
"South America",Colombia,COL_A,2022,Other,"Not stated",Employment,5255.855105194806,3606.491080519481,33.99264197706064,1649.3640246753243
"South America",Colombia,COL_A,2021,Other,"Not stated",Employment,5066.783179220779,3290.609774025974,36.787525844481294,1776.1734051948054
"South America",Colombia,COL_A,2020,Other,"Not stated",Employment,4666.419131818182,2996.853937012987,37.67872111806965,1669.5651948051943
"South America",Colombia,COL_A,2019,Other,"Not stated",Employment,5061.776982467532,3520.2669396103893,32.590227972553805,1541.5100428571427
"South America",Colombia,COL_A,2018,Other,"Not stated",Employment,5043.728957792208,3530.9918136363635,32.13633881954793,1512.7371441558444
"South America",Colombia,COL_A,2017,Other,"Not stated",Employment,4985.704868831169,3533.9959136363636,31.461729632299456,1451.708955194805
"South America",Colombia,COL_A,2016,Other,"Not stated",Employment,4936.170332467532,3509.051163636364,31.141165439519384,1427.1191688311687
"South America",Colombia,COL_A,2015,Other,"Not stated",Employment,4923.961494805196,3500.6293499999997,31.32697180589735,1423.3321448051952
"South America",Colombia,COL_A,2014,Other,"Not stated",Employment,4846.697881168831,3423.8902103896107,31.915646838725113,1422.8076707792209
"South America",Colombia,COL_A,2013,Other,"Not stated",Employment,4738.595160389611,3343.450007142857,31.915943635967444,1395.145153246753
"South America",Colombia,COL_A,2023,Other,"Not stated",Unemployment,471.69991103896115,514.0990558441558,3.179334317790971,-42.39914480519472
"South America",Colombia,COL_A,2022,Other,"Not stated",Unemployment,503.71924285714294,555.2238032467533,2.5178936205420257,-51.50456038961036
"South America",Colombia,COL_A,2021,Other,"Not stated",Unemployment,628.0093402597403,736.262875974026,-4.507107581434594,-108.25353571428566
"South America",Colombia,COL_A,2020,Other,"Not stated",Unemployment,692.3383474025975,734.154996103896,5.257750950625625,-41.816648701298696
"South America",Colombia,COL_A,2019,Other,"Not stated",Unemployment,461.88852142857144,537.5227616883117,-2.1229488030177315,-75.63424025974025
"South America",Colombia,COL_A,2018,Other,"Not stated",Unemployment,412.4733344155844,488.2640701298701,-3.8457981163849535,-75.79073571428563
"South America",Colombia,COL_A,2017,Other,"Not stated",Unemployment,390.13664220779214,476.55062272727275,-6.919214327248515,-86.41398051948053
"South America",Colombia,COL_A,2016,Other,"Not stated",Unemployment,382.5342487012987,461.0582032467533,-4.44538432275302,-78.52395454545457
"South America",Colombia,COL_A,2015,Other,"Not stated",Unemployment,361.11384350649354,444.48563506493514,-6.9598838045254965,-83.37179155844159
"South America",Colombia,COL_A,2014,Other,"Not stated",Unemployment,372.5300415584415,443.89038311688313,-4.716396694973307,-71.36034155844163
"South America",Colombia,COL_A,2013,Other,"Not stated",Unemployment,380.2476512987013,460.70318246753254,-5.10254200722936,-80.45553116883119
Africa,"South Africa",ZAF_A,2023,Other,"Less than basic","Labour Force",241.88959166666666,159.96875833333334,28.505025483975945,81.92083333333333
Africa,"South Africa",ZAF_A,2023,Other,Basic,"Labour Force",1461.70683125,1058.8996,22.88690840810225,402.80723125000003
Africa,"South Africa",ZAF_A,2023,Other,Intermediate,"Labour Force",2265.3256791666668,1909.736775,16.908361797860124,355.58890416666685
Africa,"South Africa",ZAF_A,2023,Other,Advanced,"Labour Force",370.95702088235294,434.99911470588233,-13.769501865649426,-64.0420938235294
Africa,"South Africa",ZAF_A,2023,Other,"Not stated","Labour Force",93.2011875,65.9557875,24.89198782263012,27.245399999999997
Africa,"South Africa",ZAF_A,2022,Other,"Less than basic","Labour Force",239.91660000000002,156.21196666666665,30.530031838867096,83.70463333333333
Africa,"South Africa",ZAF_A,2022,Other,Basic,"Labour Force",1419.5954625,1019.08716875,26.032600684833124,400.50829374999984
Africa,"South Africa",ZAF_A,2022,Other,Intermediate,"Labour Force",2192.5463250000003,1827.5450250000001,19.457959974310924,365.00129999999984
Africa,"South Africa",ZAF_A,2022,Other,Advanced,"Labour Force",352.81428647058823,380.945775,-2.2729275892749308,-28.13148852941177
Africa,"South Africa",ZAF_A,2022,Other,"Not stated","Labour Force",85.70574999999998,48.1443,42.35572850116462,37.56145
Africa,"South Africa",ZAF_A,2021,Other,"Less than basic","Labour Force",249.58914444444446,165.38605833333332,31.890665016502968,84.20308611111115
Africa,"South Africa",ZAF_A,2021,Other,Basic,"Labour Force",1423.8990937499998,1022.46924375,26.77174998731367,401.42984999999993
Africa,"South Africa",ZAF_A,2021,Other,Intermediate,"Labour Force",2101.6763416666663,1698.2231791666668,19.445070748502367,403.4531624999996
Africa,"South Africa",ZAF_A,2021,Other,Advanced,"Labour Force",329.4288123529412,364.06835764705886,-6.9236415728259715,-34.63954529411763
Africa,"South Africa",ZAF_A,2021,Other,"Not stated","Labour Force",56.23457499999999,27.7579625,54.20293942421091,28.476612499999998
Africa,"South Africa",ZAF_A,2020,Other,"Less than basic","Labour Force",254.3957875,176.73331666666664,23.950321615063796,77.66247083333334
Africa,"South Africa",ZAF_A,2020,Other,Basic,"Labour Force",1350.03059375,962.1790874999998,27.47289179805873,387.85150625000017
Africa,"South Africa",ZAF_A,2020,Other,Intermediate,"Labour Force",1965.5121208333335,1587.3931208333333,20.30447590687914,378.11900000000026
Africa,"South Africa",ZAF_A,2020,Other,Advanced,"Labour Force",323.9143952941177,364.67850588235297,-8.911477961255558,-40.76411058823531
Africa,"South Africa",ZAF_A,2020,Other,"Not stated","Labour Force",64.4868875,38.81501250000001,38.85876611331646,25.671874999999993
Africa,"South Africa",ZAF_A,2019,Other,"Less than basic","Labour Force",321.91302083333335,216.19822083333332,30.087505154366855,105.71480000000004
Africa,"South Africa",ZAF_A,2019,Other,Basic,"Labour Force",1470.9220562500002,1110.1728125000002,23.047841782468268,360.74924375
Africa,"South Africa",ZAF_A,2019,Other,Intermediate,"Labour Force",2027.5017374999995,1678.4320458333332,19.243352514469397,349.0696916666664
Africa,"South Africa",ZAF_A,2019,Other,Advanced,"Labour Force",343.5379873529412,372.3181351633987,-8.492200830247908,-28.780147810457567
Africa,"South Africa",ZAF_A,2019,Other,"Not stated","Labour Force",89.185,40.9090875,52.85073658744921,48.27591250000001
Africa,"South Africa",ZAF_A,2018,Other,"Less than basic","Labour Force",318.48521666666664,231.98466666666667,24.272127848366626,86.50055
Africa,"South Africa",ZAF_A,2018,Other,Basic,"Labour Force",1456.55320625,1103.2897875,22.539172339686697,353.2634187499999
Africa,"South Africa",ZAF_A,2018,Other,Intermediate,"Labour Force",1983.8644625,1633.2339833333335,18.685191570206506,350.63047916666653
Africa,"South Africa",ZAF_A,2018,Other,Advanced,"Labour Force",334.2536182352941,355.7492597058823,-3.0642220225408856,-21.495641470588225
Africa,"South Africa",ZAF_A,2018,Other,"Not stated","Labour Force",80.891175,39.9138375,50.76689624672871,40.977337500000004
Africa,"South Africa",ZAF_A,2017,Other,"Less than basic","Labour Force",338.1402666666667,252.26665,21.393219634705957,85.87361666666669
Africa,"South Africa",ZAF_A,2017,Other,Basic,"Labour Force",1443.6896125,1071.6043625,25.204544354130874,372.0852499999999
